ORGYN,GENDER,AGE,BILL,CLASS,LTIME,MNTH_INCOME
1,F,33,4650,Silver,7,8000
1,F,33,4800,Silver,5,8000
1,F,34,2225,Silver,8,8000
1,M,34,2328,Silver,12,8000
1,F,35,430,Silver,8,8000
1,M,37,943,Silver,9,8000
1,M,37,1641,Silver,5,8000
1,M,37,4933,Silver,9,8000
1,F,38,2057,Silver,1,8000
1,F,39,905,Silver,11,8000
1,F,39,2696,Silver,10,8000
1,F,40,2071,Silver,9,8000
0,F,40,2556,Silver,8,8000
1,F,40,4676,Silver,9,8000
1,F,44,1997,Silver,10,8000
1,F,44,2227,Silver,3,8000
0,M,44,2353,Silver,7,8000
1,F,44,3735,Silver,3,8000
1,M,44,4904,Silver,1,8000
1,F,47,4176,Silver,8,8000
0,M,47,4254,Silver,8,8000
0,M,48,1467,Silver,1,8000
1,F,48,3067,Silver,1,8000
1,F,49,3442,Silver,2,8000
1,F,49,4787,Silver,6,8000
0,F,49,4941,Silver,11,8000
1,F,51,845,Silver,4,8000
1,F,54,1964,Silver,1,8000
0,F,54,4535,Silver,9,8000
1,F,55,3831,Silver,9,8000
0,M,56,3013,Silver,7,8000
0,M,57,462,Silver,4,8000
1,F,57,1355,Silver,5,8000
0,F,58,1065,Silver,9,8000
0,M,58,2560,Silver,5,8000
0,F,59,723,Silver,5,8000
1,F,59,4609,Silver,9,8000
1,F,60,3754,Silver,1,8000
1,F,62,2835,Silver,16,8000
0,M,63,2140,Silver,7,8000
0,M,63,3986,Silver,11,8000
1,F,65,2844,Silver,5,8000
1,M,65,4212,Silver,7,8000
1,F,68,3650,Silver,8,8000
0,F,69,1179,Silver,8,8000
0,F,71,2187,Silver,12,8000
0,F,73,1225,Silver,7,8000
0,F,75,1275,Silver,12,8000
0,F,77,1640,Silver,5,8000
1,F,23,3743,Silver,1,8500
1,F,30,1508,Silver,1,8500
1,F,30,1648,Silver,7,8500
1,F,34,1914,Silver,12,8500
1,F,35,1460,Silver,8,8500
1,F,35,3627,Silver,5,8500
1,F,35,4000,Silver,4,8500
1,M,37,2615,Silver,3,8500
0,F,38,659,Silver,4,8500
0,F,39,829,Silver,10,8500
1,F,39,1891,Silver,4,8500
1,F,40,1382,Silver,10,8500
1,M,41,125,Silver,9,8500
1,F,41,2232,Silver,5,8500
1,F,42,377,Silver,8,8500
0,M,47,1813,Silver,5,8500
1,F,48,1794,Silver,7,8500
0,M,50,1910,Silver,3,8500
1,F,50,3988,Silver,2,8500
1,M,50,4845,Silver,5,8500
1,F,51,630,Silver,4,8500
1,F,51,3920,Silver,3,8500
0,M,52,1990,Silver,1,8500
0,M,54,607,Silver,5,8500
0,F,54,3337,Silver,1,8500
1,M,55,3742,Silver,2,8500
1,F,58,3953,Silver,21,8500
0,F,60,179,Silver,2,8500
0,F,60,4630,Silver,4,8500
1,F,61,1086,Silver,9,8500
1,F,62,2108,Silver,6,8500
1,F,71,2693,Silver,4,8500
1,F,75,1911,Silver,5,8500
1,F,75,4182,Silver,21,8500
1,F,24,3799,Silver,5,9000
1,F,31,3154,Silver,4,9000
1,F,35,3422,Silver,1,9000
1,F,37,1679,Silver,4,9000
1,F,37,2009,Silver,8,9000
0,F,39,3272,Silver,8,9000
1,M,40,4584,Silver,8,9000
0,F,48,3076,Silver,2,9000
0,M,49,3252,Silver,7,9000
1,F,50,1171,Silver,4,9000
1,M,50,2088,Silver,5,9000
1,F,52,3418,Silver,7,9000
1,F,54,2047,Silver,9,9000
0,F,56,1414,Silver,11,9000
1,F,57,974,Silver,9,9000
1,F,58,1847,Silver,1,9000
1,F,62,2219,Silver,4,9000
0,F,64,2593,Silver,9,9000
1,F,66,3997,Silver,5,9000
1,F,32,4709,Silver,11,9500
1,F,33,1215,Silver,1,9500
1,F,33,2392,Silver,2,9500
1,F,47,2111,Silver,7,9500
0,F,54,4907,Silver,1,9500
0,M,68,1763,Silver,9,9500
1,F,30,3631,Silver,4,10000
1,F,33,3012,Silver,11,10000
1,M,35,1665,Silver,3,10000
1,M,48,413,Silver,9,10000
1,F,52,4358,Silver,1,10000
1,F,38,2459,Silver,4,10500
1,F,52,3987,Silver,1,10500
1,F,30,792,Silver,4,11000
1,F,31,610,Silver,4,11000
1,F,32,1896,Silver,8,11000
1,F,35,1276,Silver,1,11000
1,F,31,1627,Silver,1,11500
1,F,34,567,Silver,2,11500
1,F,54,1068,Silver,5,12000
1,F,54,3930,Silver,7,12000
1,F,36,3750,Silver,5,12500
1,F,38,1463,Silver,4,12500
1,F,52,3900,Silver,3,13000
1,F,38,3496,Silver,10,13500
1,F,35,498,Silver,2,14500
1,F,38,4627,Silver,2,15000
1,F,39,4487,Silver,7,15000
1,F,38,2847,Silver,11,15500
1,F,38,125,Silver,9,17000
0,F,37,42,Tin,7,500
0,M,46,53,Tin,5,500
0,F,32,58,Tin,4,1000
0,M,34,23,Tin,5,1000
0,F,35,58,Tin,5,1000
0,M,40,77,Tin,4,1000
0,F,41,73,Tin,7,1000
0,M,42,46,Tin,7,1000
0,M,42,60,Tin,4,1000
0,M,43,26,Tin,5,1000
0,F,44,45,Tin,5,1000
0,F,45,32,Tin,5,1000
0,F,46,18,Tin,5,1000
0,M,46,99,Tin,8,1000
0,M,49,19,Tin,8,1000
1,M,51,20,Tin,4,1000
0,F,52,33,Tin,10,1000
0,F,53,77,Tin,4,1000
0,M,53,98,Tin,4,1000
0,F,54,53,Tin,8,1000
0,F,55,53,Tin,8,1000
0,M,56,46,Tin,9,1000
0,F,56,92,Tin,5,1000
0,F,58,49,Tin,10,1000
0,M,58,50,Tin,5,1000
0,F,58,60,Tin,8,1000
0,M,60,94,Tin,5,1000
0,F,64,60,Tin,5,1000
0,F,70,79,Tin,9,1000
0,F,33,77,Tin,7,1500
0,F,38,66,Tin,4,1500
0,M,39,61,Tin,6,1500
0,M,41,48,Tin,8,1500
0,M,41,52,Tin,5,1500
0,M,41,54,Tin,8,1500
0,F,42,41,Tin,5,1500
0,M,42,69,Tin,8,1500
0,F,42,71,Tin,5,1500
1,F,42,72,Tin,5,1500
0,F,43,97,Tin,7,1500
0,F,44,31,Tin,5,1500
1,M,44,45,Tin,8,1500
0,F,44,88,Tin,5,1500
0,F,45,28,Tin,4,1500
0,F,45,86,Tin,5,1500
0,F,46,59,Tin,9,1500
0,F,46,64,Tin,7,1500
0,F,46,88,Tin,9,1500
0,M,47,29,Tin,5,1500
0,F,47,54,Tin,5,1500
0,F,47,76,Tin,6,1500
0,M,48,42,Tin,4,1500
0,M,48,47,Tin,9,1500
0,M,48,68,Tin,5,1500
0,F,48,74,Tin,8,1500
0,F,48,75,Tin,5,1500
0,F,48,84,Tin,4,1500
0,F,50,23,Tin,4,1500
0,F,50,38,Tin,9,1500
0,F,50,81,Tin,7,1500
0,F,51,24,Tin,5,1500
0,F,51,45,Tin,5,1500
0,M,51,51,Tin,5,1500
0,M,51,63,Tin,5,1500
0,M,51,99,Tin,5,1500
0,M,52,45,Tin,14,1500
0,F,52,64,Tin,5,1500
0,F,53,85,Tin,8,1500
0,F,54,38,Tin,9,1500
0,F,54,94,Tin,8,1500
0,F,55,19,Tin,5,1500
0,F,57,28,Tin,4,1500
0,F,57,31,Tin,8,1500
0,F,57,64,Tin,5,1500
0,F,57,70,Tin,5,1500
0,M,57,100,Tin,8,1500
0,M,58,47,Tin,9,1500
0,F,59,40,Tin,8,1500
0,M,61,23,Tin,5,1500
0,F,61,52,Tin,7,1500
0,F,61,69,Tin,7,1500
0,M,62,32,Tin,8,1500
0,F,62,80,Tin,11,1500
0,F,63,48,Tin,5,1500
0,F,64,50,Tin,8,1500
0,M,64,75,Tin,5,1500
0,F,64,80,Tin,6,1500
0,F,65,38,Tin,11,1500
0,M,65,56,Tin,8,1500
0,F,66,33,Tin,5,1500
0,F,70,47,Tin,5,1500
0,F,71,33,Tin,5,1500
0,F,72,55,Tin,9,1500
0,M,76,22,Tin,5,1500
1,F,76,65,Tin,29,1500
0,F,28,56,Tin,5,2000
0,M,29,77,Tin,4,2000
0,F,31,48,Tin,5,2000
1,M,31,90,Tin,5,2000
1,F,32,30,Tin,8,2000
1,F,32,35,Tin,5,2000
0,M,32,40,Tin,8,2000
0,F,33,88,Tin,6,2000
0,F,34,56,Tin,9,2000
0,M,35,51,Tin,7,2000
0,M,35,57,Tin,8,2000
0,F,36,23,Tin,4,2000
0,M,37,77,Tin,10,2000
0,M,38,44,Tin,9,2000
1,F,38,56,Tin,8,2000
0,F,40,46,Tin,4,2000
0,F,40,50,Tin,5,2000
0,F,40,54,Tin,5,2000
0,F,41,40,Tin,5,2000
0,M,41,50,Tin,7,2000
0,M,41,51,Tin,7,2000
0,F,41,97,Tin,9,2000
1,F,42,34,Tin,5,2000
1,F,42,56,Tin,4,2000
0,F,42,90,Tin,5,2000
1,F,43,62,Tin,4,2000
0,F,43,86,Tin,5,2000
0,F,43,93,Tin,5,2000
0,M,44,24,Tin,5,2000
1,F,44,71,Tin,5,2000
0,F,45,36,Tin,5,2000
0,F,45,41,Tin,5,2000
0,F,45,64,Tin,9,2000
0,F,45,73,Tin,8,2000
0,F,45,85,Tin,8,2000
0,F,46,33,Tin,5,2000
0,F,46,46,Tin,5,2000
0,M,46,73,Tin,8,2000
0,F,46,95,Tin,7,2000
1,F,47,73,Tin,5,2000
1,M,47,74,Tin,5,2000
0,F,47,100,Tin,9,2000
0,F,47,100,Tin,5,2000
0,F,48,42,Tin,5,2000
0,F,48,55,Tin,8,2000
0,M,48,85,Tin,5,2000
0,M,49,46,Tin,9,2000
0,F,49,50,Tin,5,2000
0,F,49,54,Tin,9,2000
0,F,49,66,Tin,5,2000
0,F,50,82,Tin,5,2000
0,F,50,98,Tin,8,2000
0,F,51,21,Tin,7,2000
0,M,51,36,Tin,8,2000
0,F,51,69,Tin,5,2000
1,F,51,72,Tin,7,2000
0,M,52,44,Tin,8,2000
0,F,52,48,Tin,4,2000
0,M,52,58,Tin,8,2000
0,F,52,94,Tin,7,2000
0,F,53,49,Tin,4,2000
0,F,53,67,Tin,5,2000
0,F,53,88,Tin,7,2000
0,F,54,35,Tin,5,2000
0,F,54,43,Tin,5,2000
0,F,54,49,Tin,10,2000
0,F,54,54,Tin,4,2000
0,F,54,55,Tin,9,2000
0,F,54,70,Tin,8,2000
0,F,55,97,Tin,5,2000
0,F,56,50,Tin,8,2000
0,F,56,55,Tin,8,2000
0,F,57,94,Tin,4,2000
0,M,57,99,Tin,5,2000
0,M,59,99,Tin,4,2000
0,F,61,44,Tin,7,2000
0,M,61,44,Tin,5,2000
0,F,62,22,Tin,5,2000
0,F,62,29,Tin,8,2000
0,F,62,71,Tin,5,2000
1,M,63,54,Tin,5,2000
0,M,64,81,Tin,7,2000
0,F,64,88,Tin,7,2000
0,F,64,94,Tin,5,2000
0,F,64,100,Tin,5,2000
0,F,65,43,Tin,8,2000
0,F,65,84,Tin,7,2000
0,F,66,100,Tin,6,2000
0,M,69,17,Tin,5,2000
0,F,70,44,Tin,4,2000
0,F,70,63,Tin,4,2000
0,F,72,19,Tin,8,2000
0,F,75,68,Tin,8,2000
0,F,75,86,Tin,8,2000
0,M,75,99,Tin,7,2000
0,F,25,91,Tin,5,2500
1,F,26,93,Tin,9,2500
1,M,28,39,Tin,5,2500
1,F,28,45,Tin,5,2500
1,F,28,82,Tin,5,2500
1,F,29,87,Tin,8,2500
1,F,30,58,Tin,8,2500
0,F,30,76,Tin,7,2500
0,M,30,100,Tin,4,2500
0,F,31,22,Tin,5,2500
1,F,32,72,Tin,5,2500
1,F,32,94,Tin,9,2500
0,F,33,17,Tin,8,2500
0,M,33,79,Tin,7,2500
0,F,33,94,Tin,5,2500
0,F,34,26,Tin,8,2500
1,M,34,55,Tin,8,2500
0,F,35,33,Tin,5,2500
1,F,36,26,Tin,8,2500
0,F,36,49,Tin,7,2500
0,F,36,57,Tin,5,2500
0,F,36,88,Tin,10,2500
0,F,36,93,Tin,5,2500
0,F,36,99,Tin,2,2500
0,M,37,40,Tin,4,2500
0,M,37,97,Tin,5,2500
0,F,38,34,Tin,8,2500
0,M,39,24,Tin,8,2500
0,F,39,28,Tin,5,2500
1,F,39,33,Tin,5,2500
0,F,39,57,Tin,5,2500
0,F,40,37,Tin,5,2500
0,F,40,42,Tin,5,2500
1,F,40,49,Tin,5,2500
1,M,40,73,Tin,9,2500
0,F,40,96,Tin,5,2500
1,M,41,32,Tin,9,2500
0,M,41,35,Tin,8,2500
0,F,41,35,Tin,5,2500
0,F,41,39,Tin,8,2500
1,F,41,54,Tin,8,2500
1,F,41,72,Tin,5,2500
0,F,41,81,Tin,8,2500
0,F,41,94,Tin,5,2500
1,M,41,96,Tin,4,2500
1,F,42,43,Tin,5,2500
0,F,42,71,Tin,7,2500
0,F,43,28,Tin,7,2500
1,F,43,30,Tin,5,2500
1,F,43,66,Tin,5,2500
0,F,43,84,Tin,7,2500
1,F,43,93,Tin,5,2500
0,F,44,40,Tin,5,2500
0,F,44,49,Tin,8,2500
0,M,44,64,Tin,5,2500
0,F,44,65,Tin,8,2500
0,F,44,73,Tin,9,2500
0,F,44,74,Tin,6,2500
0,F,45,33,Tin,8,2500
0,F,45,38,Tin,5,2500
0,F,45,54,Tin,8,2500
0,F,45,80,Tin,5,2500
0,M,45,86,Tin,5,2500
0,F,45,90,Tin,5,2500
0,F,45,93,Tin,4,2500
0,F,46,40,Tin,5,2500
0,F,46,61,Tin,5,2500
0,M,46,72,Tin,4,2500
0,F,46,85,Tin,8,2500
0,F,47,22,Tin,9,2500
0,F,47,31,Tin,5,2500
0,F,47,53,Tin,9,2500
0,F,47,55,Tin,7,2500
0,F,47,55,Tin,8,2500
0,F,47,61,Tin,5,2500
0,F,47,62,Tin,8,2500
0,F,47,64,Tin,5,2500
0,F,47,98,Tin,4,2500
0,F,48,23,Tin,4,2500
0,M,48,79,Tin,5,2500
0,M,48,100,Tin,5,2500
0,F,49,30,Tin,4,2500
0,F,49,66,Tin,9,2500
0,F,49,83,Tin,5,2500
0,F,49,87,Tin,1,2500
0,F,49,98,Tin,8,2500
0,F,50,33,Tin,8,2500
0,M,50,38,Tin,5,2500
0,F,50,41,Tin,5,2500
0,F,50,42,Tin,4,2500
0,M,50,45,Tin,4,2500
0,M,50,62,Tin,8,2500
0,F,50,67,Tin,9,2500
0,F,50,67,Tin,5,2500
0,F,50,79,Tin,5,2500
0,M,50,92,Tin,5,2500
0,F,50,94,Tin,9,2500
0,M,50,95,Tin,4,2500
0,M,51,36,Tin,5,2500
0,F,51,40,Tin,9,2500
0,F,51,48,Tin,7,2500
0,F,51,58,Tin,8,2500
0,M,51,62,Tin,8,2500
0,F,51,74,Tin,4,2500
0,M,51,83,Tin,8,2500
1,F,51,84,Tin,4,2500
0,M,51,90,Tin,8,2500
0,F,51,97,Tin,5,2500
0,F,52,28,Tin,5,2500
0,F,52,54,Tin,8,2500
0,F,52,80,Tin,14,2500
0,M,52,81,Tin,8,2500
0,F,52,96,Tin,5,2500
0,F,53,32,Tin,5,2500
0,F,53,59,Tin,4,2500
0,F,53,75,Tin,5,2500
0,F,53,100,Tin,5,2500
0,F,54,19,Tin,5,2500
0,M,54,38,Tin,4,2500
0,F,54,79,Tin,8,2500
0,F,55,40,Tin,5,2500
0,M,55,42,Tin,8,2500
0,M,55,55,Tin,9,2500
0,F,56,23,Tin,8,2500
0,M,56,34,Tin,8,2500
0,F,56,60,Tin,9,2500
0,M,56,71,Tin,4,2500
0,F,56,79,Tin,5,2500
0,M,57,29,Tin,10,2500
0,F,57,43,Tin,11,2500
0,M,57,45,Tin,6,2500
0,M,57,48,Tin,9,2500
0,F,57,86,Tin,8,2500
1,F,58,64,Tin,4,2500
0,M,58,73,Tin,8,2500
0,F,58,74,Tin,5,2500
0,F,59,32,Tin,7,2500
0,F,59,49,Tin,5,2500
0,M,59,67,Tin,2,2500
0,F,59,87,Tin,5,2500
0,M,59,97,Tin,8,2500
0,F,60,28,Tin,9,2500
0,M,60,81,Tin,5,2500
0,F,60,91,Tin,5,2500
1,F,60,93,Tin,7,2500
0,F,61,21,Tin,5,2500
0,F,61,49,Tin,9,2500
0,F,62,51,Tin,4,2500
0,F,62,95,Tin,8,2500
0,M,63,26,Tin,7,2500
0,F,63,48,Tin,8,2500
0,F,63,69,Tin,5,2500
0,F,63,73,Tin,8,2500
0,F,63,86,Tin,8,2500
0,F,63,89,Tin,10,2500
0,F,64,24,Tin,8,2500
0,F,64,41,Tin,8,2500
0,M,64,69,Tin,5,2500
0,F,70,49,Tin,5,2500
0,F,71,54,Tin,8,2500
0,F,71,91,Tin,7,2500
0,F,74,71,Tin,12,2500
0,M,76,20,Tin,8,2500
0,M,76,78,Tin,4,2500
0,F,79,59,Tin,5,2500
1,F,26,85,Tin,4,3000
1,F,27,78,Tin,5,3000
1,F,28,68,Tin,5,3000
1,F,30,17,Tin,4,3000
0,F,30,17,Tin,5,3000
1,F,30,37,Tin,5,3000
0,F,30,85,Tin,5,3000
1,F,31,23,Tin,7,3000
1,F,31,31,Tin,6,3000
1,F,31,97,Tin,3,3000
0,F,32,49,Tin,8,3000
0,M,32,55,Tin,5,3000
1,F,32,58,Tin,5,3000
1,F,32,62,Tin,8,3000
0,M,33,18,Tin,4,3000
0,M,33,33,Tin,4,3000
0,F,33,49,Tin,5,3000
0,F,33,65,Tin,4,3000
0,F,33,67,Tin,8,3000
0,F,34,19,Tin,5,3000
1,F,34,23,Tin,8,3000
1,F,34,40,Tin,4,3000
1,M,34,79,Tin,4,3000
0,F,34,84,Tin,5,3000
0,F,34,93,Tin,5,3000
0,F,35,20,Tin,5,3000
0,F,35,25,Tin,6,3000
0,F,35,60,Tin,5,3000
1,F,35,62,Tin,9,3000
0,F,35,79,Tin,8,3000
1,F,35,95,Tin,5,3000
1,F,36,60,Tin,5,3000
1,F,36,88,Tin,4,3000
1,F,36,92,Tin,4,3000
0,F,36,95,Tin,5,3000
0,M,36,99,Tin,5,3000
0,M,37,76,Tin,4,3000
0,F,38,47,Tin,4,3000
1,F,38,48,Tin,5,3000
0,F,38,56,Tin,4,3000
1,F,38,56,Tin,5,3000
0,M,38,75,Tin,8,3000
1,F,38,75,Tin,4,3000
0,F,38,79,Tin,5,3000
1,F,38,97,Tin,5,3000
1,M,38,100,Tin,5,3000
0,F,39,22,Tin,5,3000
1,F,39,25,Tin,5,3000
0,F,39,33,Tin,8,3000
1,F,39,40,Tin,8,3000
1,F,39,47,Tin,8,3000
0,M,39,58,Tin,1,3000
1,F,39,64,Tin,7,3000
1,F,39,80,Tin,5,3000
0,M,39,91,Tin,1,3000
1,F,39,97,Tin,4,3000
0,F,40,24,Tin,5,3000
0,F,40,25,Tin,5,3000
0,F,40,57,Tin,4,3000
0,M,40,71,Tin,5,3000
1,F,40,78,Tin,8,3000
0,F,40,78,Tin,5,3000
0,F,40,87,Tin,8,3000
0,F,40,99,Tin,5,3000
0,F,41,19,Tin,5,3000
0,F,41,39,Tin,4,3000
0,F,41,55,Tin,4,3000
1,F,41,83,Tin,7,3000
1,F,42,27,Tin,5,3000
0,M,42,37,Tin,5,3000
0,M,42,38,Tin,5,3000
0,M,42,44,Tin,4,3000
0,F,42,58,Tin,5,3000
0,F,42,60,Tin,5,3000
0,F,42,66,Tin,5,3000
0,F,42,68,Tin,8,3000
1,F,42,69,Tin,8,3000
0,F,42,95,Tin,4,3000
0,M,43,19,Tin,5,3000
1,F,43,19,Tin,5,3000
0,F,43,25,Tin,5,3000
0,M,43,27,Tin,5,3000
0,F,43,33,Tin,5,3000
0,M,43,48,Tin,8,3000
0,F,43,64,Tin,5,3000
0,M,43,70,Tin,4,3000
0,F,43,74,Tin,5,3000
1,F,43,76,Tin,5,3000
0,F,43,95,Tin,11,3000
1,F,44,19,Tin,9,3000
0,F,44,21,Tin,5,3000
0,F,44,28,Tin,5,3000
0,M,44,40,Tin,10,3000
1,F,44,60,Tin,5,3000
0,F,44,65,Tin,8,3000
0,F,44,72,Tin,5,3000
0,F,45,28,Tin,6,3000
0,M,45,33,Tin,4,3000
0,F,45,54,Tin,4,3000
0,M,45,59,Tin,5,3000
0,M,45,78,Tin,9,3000
0,F,45,83,Tin,10,3000
0,F,45,84,Tin,4,3000
0,F,45,88,Tin,8,3000
0,F,45,89,Tin,8,3000
0,F,46,19,Tin,5,3000
0,F,46,78,Tin,5,3000
0,M,47,29,Tin,10,3000
0,M,47,36,Tin,5,3000
0,F,47,61,Tin,4,3000
0,F,47,83,Tin,4,3000
0,F,48,38,Tin,8,3000
0,F,48,49,Tin,5,3000
0,F,48,56,Tin,5,3000
0,M,48,56,Tin,8,3000
0,F,48,65,Tin,5,3000
0,M,48,81,Tin,4,3000
0,F,48,100,Tin,9,3000
1,F,49,28,Tin,8,3000
0,F,49,45,Tin,9,3000
0,M,49,64,Tin,7,3000
0,M,49,67,Tin,7,3000
0,F,49,84,Tin,8,3000
0,M,49,87,Tin,5,3000
0,F,50,18,Tin,5,3000
0,F,50,21,Tin,4,3000
0,F,50,29,Tin,4,3000
0,F,50,30,Tin,11,3000
0,F,50,51,Tin,5,3000
0,M,50,55,Tin,5,3000
0,F,50,57,Tin,5,3000
0,M,50,75,Tin,10,3000
0,M,50,76,Tin,8,3000
0,F,50,97,Tin,5,3000
0,F,50,100,Tin,9,3000
0,F,51,31,Tin,8,3000
0,F,51,34,Tin,8,3000
0,F,51,37,Tin,5,3000
0,F,51,46,Tin,5,3000
0,F,51,55,Tin,5,3000
1,F,51,60,Tin,8,3000
0,F,51,80,Tin,4,3000
0,F,51,98,Tin,5,3000
0,F,52,42,Tin,4,3000
0,F,52,64,Tin,9,3000
0,F,52,67,Tin,4,3000
0,F,52,71,Tin,4,3000
0,M,52,93,Tin,9,3000
0,M,52,100,Tin,10,3000
0,F,53,26,Tin,8,3000
0,F,53,28,Tin,5,3000
1,F,53,36,Tin,10,3000
0,M,53,46,Tin,5,3000
0,M,53,46,Tin,5,3000
0,F,53,51,Tin,5,3000
0,M,53,54,Tin,5,3000
0,F,53,65,Tin,8,3000
0,F,53,65,Tin,4,3000
0,M,53,73,Tin,5,3000
0,F,53,94,Tin,9,3000
0,F,54,27,Tin,11,3000
0,M,54,40,Tin,5,3000
0,F,54,63,Tin,4,3000
0,F,54,69,Tin,4,3000
0,F,55,18,Tin,8,3000
0,F,55,24,Tin,4,3000
1,F,55,29,Tin,4,3000
1,F,55,49,Tin,5,3000
0,F,55,62,Tin,9,3000
0,F,55,76,Tin,4,3000
0,M,55,83,Tin,5,3000
0,F,55,86,Tin,8,3000
1,F,55,93,Tin,8,3000
0,M,56,28,Tin,7,3000
0,F,56,63,Tin,5,3000
0,F,56,66,Tin,5,3000
0,F,56,88,Tin,7,3000
0,F,56,98,Tin,7,3000
0,F,57,53,Tin,5,3000
1,F,57,68,Tin,5,3000
0,F,57,71,Tin,5,3000
0,F,57,96,Tin,5,3000
0,F,58,18,Tin,5,3000
0,F,58,57,Tin,4,3000
0,M,58,59,Tin,9,3000
0,M,58,64,Tin,5,3000
0,M,58,66,Tin,5,3000
0,M,58,74,Tin,7,3000
0,F,58,96,Tin,9,3000
0,M,59,25,Tin,4,3000
0,F,59,31,Tin,7,3000
0,F,59,55,Tin,9,3000
0,F,60,19,Tin,5,3000
0,F,60,20,Tin,11,3000
0,M,60,26,Tin,5,3000
0,M,60,89,Tin,8,3000
1,F,61,20,Tin,11,3000
0,M,61,26,Tin,8,3000
1,F,61,29,Tin,29,3000
0,F,61,41,Tin,5,3000
0,F,61,43,Tin,6,3000
0,F,61,53,Tin,5,3000
0,F,61,56,Tin,6,3000
0,F,62,81,Tin,11,3000
0,F,63,19,Tin,8,3000
0,F,63,35,Tin,5,3000
0,F,64,39,Tin,8,3000
0,F,64,61,Tin,9,3000
0,F,64,85,Tin,9,3000
0,F,64,95,Tin,6,3000
0,F,65,44,Tin,8,3000
0,F,65,45,Tin,5,3000
1,F,66,23,Tin,5,3000
0,F,66,32,Tin,5,3000
0,M,66,60,Tin,5,3000
0,F,66,66,Tin,8,3000
0,F,67,45,Tin,5,3000
0,F,67,52,Tin,8,3000
0,M,67,78,Tin,8,3000
0,F,67,93,Tin,5,3000
0,F,68,27,Tin,6,3000
1,F,68,80,Tin,8,3000
0,F,68,86,Tin,5,3000
0,F,69,17,Tin,8,3000
0,M,69,57,Tin,8,3000
0,M,69,60,Tin,9,3000
0,M,71,33,Tin,8,3000
0,F,71,60,Tin,8,3000
0,F,73,21,Tin,5,3000
0,F,73,49,Tin,5,3000
0,M,73,65,Tin,5,3000
0,F,73,86,Tin,7,3000
0,F,74,56,Tin,5,3000
0,F,76,45,Tin,8,3000
0,M,25,48,Tin,4,3500
1,F,25,49,Tin,4,3500
1,F,26,64,Tin,4,3500
1,F,27,94,Tin,4,3500
1,F,29,31,Tin,4,3500
0,F,30,29,Tin,5,3500
1,F,30,33,Tin,4,3500
1,F,30,79,Tin,4,3500
0,F,31,34,Tin,8,3500
1,F,31,81,Tin,5,3500
1,F,32,55,Tin,7,3500
1,F,32,78,Tin,10,3500
1,F,32,93,Tin,7,3500
1,F,33,35,Tin,9,3500
1,F,33,47,Tin,8,3500
0,F,33,52,Tin,4,3500
0,F,33,56,Tin,7,3500
0,F,33,88,Tin,4,3500
0,F,34,21,Tin,5,3500
0,F,34,38,Tin,5,3500
1,M,34,62,Tin,4,3500
1,F,34,80,Tin,7,3500
1,M,34,88,Tin,7,3500
0,F,34,97,Tin,5,3500
0,F,35,38,Tin,8,3500
1,F,35,39,Tin,5,3500
1,F,35,61,Tin,5,3500
0,F,35,66,Tin,5,3500
1,F,35,74,Tin,4,3500
0,F,35,88,Tin,8,3500
1,F,35,98,Tin,5,3500
0,F,35,100,Tin,7,3500
0,F,36,20,Tin,8,3500
0,F,36,38,Tin,7,3500
0,F,36,46,Tin,5,3500
0,M,36,90,Tin,7,3500
0,F,37,20,Tin,5,3500
1,F,37,21,Tin,5,3500
0,F,37,21,Tin,4,3500
1,F,37,29,Tin,4,3500
0,F,37,35,Tin,4,3500
1,F,37,38,Tin,9,3500
1,M,37,45,Tin,8,3500
0,F,37,53,Tin,5,3500
1,F,37,69,Tin,8,3500
0,M,37,81,Tin,5,3500
0,F,37,84,Tin,8,3500
1,M,37,91,Tin,9,3500
0,F,37,98,Tin,5,3500
1,F,38,24,Tin,5,3500
0,F,38,41,Tin,4,3500
1,F,38,48,Tin,8,3500
1,F,38,86,Tin,5,3500
1,F,38,100,Tin,7,3500
1,F,39,21,Tin,4,3500
0,M,39,34,Tin,5,3500
1,F,39,45,Tin,5,3500
1,M,39,48,Tin,4,3500
1,F,39,50,Tin,4,3500
1,F,39,82,Tin,7,3500
0,F,40,33,Tin,4,3500
0,F,40,55,Tin,7,3500
0,M,40,98,Tin,5,3500
0,F,41,24,Tin,9,3500
0,F,41,24,Tin,1,3500
0,M,41,30,Tin,5,3500
0,F,41,33,Tin,9,3500
0,F,41,57,Tin,5,3500
1,F,41,58,Tin,4,3500
1,F,41,75,Tin,4,3500
1,F,41,79,Tin,8,3500
1,F,41,85,Tin,5,3500
0,F,41,99,Tin,4,3500
0,M,42,18,Tin,4,3500
1,F,42,50,Tin,8,3500
1,F,42,59,Tin,5,3500
0,F,42,79,Tin,5,3500
0,F,42,82,Tin,6,3500
1,F,42,85,Tin,5,3500
1,M,42,87,Tin,4,3500
0,F,43,24,Tin,5,3500
1,F,43,32,Tin,4,3500
0,F,43,40,Tin,5,3500
0,F,43,45,Tin,4,3500
0,M,43,53,Tin,4,3500
0,F,43,58,Tin,5,3500
0,F,43,74,Tin,8,3500
1,F,43,74,Tin,5,3500
0,F,43,75,Tin,5,3500
0,F,43,76,Tin,6,3500
0,M,43,85,Tin,4,3500
0,F,43,89,Tin,9,3500
0,F,44,34,Tin,6,3500
